,0
8540,ML-lex
8541,ML-Linda
8542,ML Threads
8543,ML-Twig
8544,mm
8545,Mma
8546,mmap
8547,MMCD
8548,MMDF
8549,MMI
8550,MML
8551,MMO
8552,MMOG
8553,MMORPG
8554,MMS
8555,MMU
8556,MMX
8557,MMX technology
8558,mn
8559,mnemonic
8560,MNP
8561,mo
8562,Mobile Subscriber Integrated Services Directory Number
8563,Mobile Triton
8564,mobo
8565,MOBSSL-UAF
8566,moby
8567,mockingbird
8568,Mockingboard
8569,Mock Lisp
8570,mod
8571,mod_autoindex
8572,modal
8573,modal logic
8574,modam
8575,MODCAL
8576,Mode
8577,mode
8578,mode bit
8579,MODEF
8580,MODEL
8581,model
8582,model checking
8583,modeling
8584,modeling language
8585,modelling
8586,modelling language
8587,Modelsim
8588,Model-View-Controller
8589,Model-View-Presenter
8590,modem
8591,MODEM7
8592,moderator
8593,Modified Frequency Modulation
8594,modifier
8595,M O drive
8596,MODSIM
8597,MODSIM II
8598,Modula
8599,Modula-2
8600,Modula-2*
8601,Modula-2+
8602,Modula-3
8603,Modula-3*
8604,Modula-3pi
8605,Modula-P
8606,Modula-Prolog
8607,Modula/R
8608,modular arithmetic
8609,Modular C
8610,MODUlar LAnguage
8611,Modular Prolog
8612,Modular SB-Prolog
8613,module
8614,Modulex
8615,modulo
8616,modulo arithmetic
8617,modulo operator
8618,Mohammed Al-Khawarizmi
8619,molly-guard
8620,monad
8621,monadic
8622,Mongolian Hordes technique
8623,moniter
8624,monitor
8625,"monkey, scratch"
8626,monkey sort
8627,monkey up
8628,Mono
8629,monochrome
8630,Monochrome Display Adapter
8631,monoid
8632,monotonic
8633,MONSTR
8634,Montage
8635,Monte Carlo
8636,monty
8637,MOO
8638,Moof
8639,Moore bound
8640,Moore graph
8641,Moore's Law
8642,moose call
8643,MooZ
8644,Mops
8645,MORAL
8646,more
8647,moria
8648,morphing
8649,Morse code
8650,MORTRAN
8651,MOS
8652,Mosaic
8653,Mosaic Communications Corporation
8654,Moscow ML
8655,MOSFET
8656,Mosiac
8657,MOS Technologies
8658,MOS Technology
8659,most general unifier
8660,Most Significant Bit
8661,motd
8662,mother
8663,motherboard
8664,Motif
8665,Motion JPEG
8666,Motion Picture Experts Group
8667,Motorola
8668,Motorola 14500B
8669,Motorola 6800
8670,Motorola 68000
8671,Motorola 6801
8672,Motorola 68010
8673,Motorola 68020
8674,Motorola 68030
8675,Motorola 68040
8676,Motorola 68050
8677,Motorola 68060
8678,Motorola 6809
8679,Motorola 680x0
8680,Motorola 68HC11
8681,Motorola 68LC040
8682,Motorola 88000
8683,"Motorola, Inc."
8684,mount
8685,Mouse
8686,mouse
8687,mouse ahead
8688,mouse around
8689,mouse arrest
8690,mouse belt
8691,mouse droppings
8692,mouse elbow
8693,mouse mat
8694,mouse pad
8695,mouse trails
8696,mouso
8697,Moving JPEG
8698,Moving Picture Expert Group
8699,Moving Picture Experts Group
8700,Moving Pictures Experts Group
8701,Moxie
8702,Mozilla
8703,Mozilla Foundation
8704,Mozilla Public License
8705,mp
8706,MP1
8707,MP-1
8708,MP2
8709,MP3
8710,MP3Pro
8711,MPC
8712,MPC Level 1 Specification
8713,MPC Level 2 Specification
8714,MPEG
8715,MPEG-1
8716,MPEG-1 audio layer 1
8717,MPEG-1 audio layer 3
8718,MPEG-1 layer 3
8719,MPEG-2
8720,MPEG-21
8721,MPEG-2.5 audio layer 3
8722,MPEG-2 AAC Low Profile
8723,MPEG-2 audio layer 3
8724,MPEG-2 Low Sampling Frequencies Extention
8725,MPEG-2 LSF
8726,MPEG-2 MC
8727,MPEG-2 Multi Channel Extention
8728,MPEG-3
8729,MPEG-4
8730,MPEG-4 AAC Main Profile
8731,MPEG-4 AAC SSR
8732,MPEG-4 Advanced Audio Coding Scalable Sampling Rate
8733,"MPEG-4 Harmonics, individual lines and noise"
8734,MPEG-4 Harmonic Vector eXCitation
8735,MPEG-4 HILN
8736,MPEG-4 HVXC
8737,MPEG-7
8738,MPEGplus
8739,MPG
8740,mpg
8741,MPI
8742,MPL
8743,MPL II
8744,MPLS
8745,MPLS domain
8746,MP/M
8747,MPP
8748,MPPE
8749,MPPL
8750,MPR II
8751,M-Prolog
8752,MPS III
8753,MPSX
8754,MPV
8755,MPX
8756,mq
8757,MQG
8758,mr
8759,MRAM
8760,MRDA
8761,MRDS
8762,MRI
8763,MROC
8764,MROM
8765,MRP
8766,MRP II
8767,MRS
8768,ms
8769,MS Access
8770,MSAU
8771,MSB
8772,MS-BASIC
8773,MS-DOG
8774,MS-DOS
8775,MSG.84
8776,msgGUI
8777,MSIE
8778,MSM
8779,MS Mail
8780,MSN
8781,MS Office
8782,MS Project
8783,MSS
8784,MS-Windows
8785,MswLogo
8786,MS Word
8787,MSX
8788,MSX-DOS
8789,mt
8790,MTA
8791,MTBF
8792,mtc
8793,M Technology Association
8794,MTOS
8795,MTS
8796,MTTR
8797,MTU
8798,Mu
8799,mu
8800,MUA
8801,MUCAL
8802,MUD
8803,muddie
8804,Muddle
8805,mudhead
8806,MUD Object Oriented
8807,muFP
8808,Muhammad al-Khwarizmi
8809,Muhammad ibn Musa al-Khwarizmi
8810,Muieblackcat
8811,mu-law
8812,Mule
8813,Mul-T
8814,Multi-BinProlog
8815,multiboot
8816,multiC
8817,MultiCal System
8818,multicast addressing
8819,multicast backbone
8820,Multi-channel Memorandum Distribution Facility
8821,multician
8822,Multi-Color Graphics Array
8823,Multics
8824,Multics Relational Data Store
8825,Multiflow Computer
8826,Multi-Garnet
8827,multihomed host
8828,multilayer perceptron
8829,MultiLisp
8830,multimedia
8831,Multimedia and Hypermedia information coding Expert Group
8832,MultiMedia Compact Disc
8833,MultiMedia Extension
8834,Multimedia Integrated Conferencing for European Researchers
8835,Multimedia Internet Mail Extensions
8836,Multimedia Messaging Services
8837,Multimedia PC
8838,Multimedia Personal Computer
8839,multimedia system
8840,multi-part key
8841,Multi-Pascal
8842,multiple access
8843,Multiple Access with Colision Avoidance
8844,multiple boot
8845,Multiple Document Interface
8846,multiple inheritance
8847,Multiple Instruction Multiple Data
8848,Multiple Instruction/Multiple Data
8849,Multiple Master
8850,multiple perspective software development
8851,multiple value
8852,Multiple Virtual Storage
8853,multiplexer
8854,multiplexing
8855,multiplexor
8856,Multiplexor Channel
8857,multiplex printer
8858,Multipop-68
8859,multiprocessing
8860,multiprocessor
8861,multiprogramming
8862,Multiprotocol Label Switching
8863,Multipurpose Internet Mail Extensions
8864,multiscan
8865,MultiScheme
8866,Multistation Access Unit
8867,multisync
8868,Multisystem eXtention Interface Bus
8869,multitasking
8870,Multi-tasking Program for Microcomputers
8871,multithreaded
8872,multithreading
8873,MultiTOS
8874,multi-user
8875,Multi-User Dimension
8876,Multi-User Dungeon
8877,Multi-User Shared Hallucination
8878,Multi-Version Concurrency Control
8879,multi-way branch
8880,MuMath
8881,mumblage
8882,mumble
8883,mumble mode
8884,MUMPS
8885,munch
8886,munching
8887,munching squares
8888,munchkin
8889,mundane
8890,mung
8891,munge
8892,MUP
8893,MU-Prolog
8894,Murphy's Law
8895,Muse
8896,museum
8897,MUSH
8898,Music
8899,Musical Instrument Digital Interface
8900,Musicam
8901,MuSimp
8902,MUSL
8903,mutant
8904,Mutation Testing
8905,MuTeX
8906,mutex
8907,mutter
8908,mutual exclusion
8909,mutually recursive
8910,mutual recursion
8911,mux
8912,mv
8913,MV*
8914,MVC
8915,MVCC
8916,MVP
8917,MVS
8918,MVS/ESA
8919,MVS/OE
8920,MVS/Open Edition
8921,MVS/SP
8922,MVS/XA
8923,mw
8924,MX
8925,mx
8926,MXI
8927,MXIbus
8928,MX Record
8929,my
8930,My Favourite Toy Language
8931,MYOB
8932,MySpace
8933,MySQL
8934,MySQL AB
8935,MYSTIC
8936,MZ
8937,mz
8938,N
8939,N10
8940,na
8941,nadger
8942,NAG
8943,Nagling Coalescence
8944,nagware
8945,nailed to the wall
8946,nailing jelly
8947,naive
8948,naive user
8949,NAK
8950,name capture
8951,named
8952,named pipe
8953,name resolution
8954,name service switching
8955,namespace
8956,naming convention
8957,NaN
8958,NAND
8959,nano-
8960,nanoacre
8961,nanobot
8962,nanocomputer
8963,nanofortnight
8964,nanometre
8965,nanosecond
8966,nanotechnology
8967,Napier
8968,NAPLPS
8969,NAPSS
8970,narrowband
8971,narrowing
8972,NAS
8973,nasal demons
8974,NASI
8975,nastistical
8976,NASTRAN
8977,nastygram
8978,NAT
8979,Nathan Hale
8980,National Advanced Systems
8981,National Bureau of Standards
8982,National Center for Supercomputing Applications
8983,national characters
8984,National Database Language
8985,National Information Infrastructure
8986,National Information Services and Systems
8987,National Institute of Standards and Technology
8988,National Research and Education Network
8989,National Science Foundation
8990,National Science Foundation Network
8991,National Semiconductor
8992,National Semiconductor 32000
8993,National Software Reuse Directory
8994,National Spatial Data Infrastructure
8995,National Television Standards Committee
8996,native compiler
8997,Native Language System
8998,NATURAL
8999,natural deduction
9000,Natural English
9001,natural language
9002,Natural Language Information Analysis Method
9003,natural language processing
9004,natural number
9005,nature
9006,NAU
9007,nav bar
9008,navigating
9009,navigation
9010,navigation bar
9011,Navigator
9012,Nawk
9013,NB
9014,NBFCP
9015,NBS
9016,NBT
9017,NC
9018,nc
9019,NCD
9020,NCP
9021,NCR Corporation
9022,NCRL
9023,NCR Language
9024,NCS
9025,NCSA
9026,ND
9027,NDIS
9028,NDL
9029,NDS
9030,ne
9031,neat hack
9032,neats vs. scruffies
9033,Nebula
9034,NEC
9035,NEC 780-C
9036,needs assessment
9037,neep-neep
9038,negation by failure
9039,negative acknowledgement
9040,neighborhood bike code
9041,NELIAC
9042,Neon
9043,neophilia
9044,Neptune
9045,nerd
9046,Nerd pride
9047,NERECO
9048,NESL
9049,nested class
9050,net
9051,net.-
9052,netaddress
9053,NetBEUI
9054,NetBIOS
9055,NetBIOS Frames Control Protocol
9056,NetBios over TCP/IP
9057,NetBOLLIX
9058,NetBSD
9059,netbui
9060,netburp
9061,netCDF
9062,"Netcom On-line Communication Services, Inc."
9063,netdead
9064,Netfind
9065,net.god
9066,NetHack
9067,netiquette
9068,NETL
9069,netlag
9070,NetLingo
9071,netload
9072,Netmarq Limited
9073,netmask
9074,NetNanny
9075,netnews
9076,net.personality
9077,netpipes
9078,net.police
9079,netquette
9080,Netrek
9081,netrock
9082,Netscape
9083,Netscape Communications Corporation
9084,Netscape Navigator
9085,Netscape Public License
9086,netsplit
9087,netstat
9088,netter
9089,NetWare
9090,NetWare Core Protocol
9091,Netware Directory Services
9092,Netware Input/Output Subsystem
9093,NetWare Link State Protocol
9094,network
9095,network address
9096,Network Addressable Unit
9097,Network Address Translation
9098,Network Address Translator
9099,Network Administrator
9100,Network Application Support
9101,Network Attached Storage
9102,network byte order
9103,network card
9104,network closet
9105,Network Computing Devices
9106,network database
9107,Network Definition Language
9108,Network Device Interface Specification
9109,network engineer
9110,Network extensible Window System
9111,Network File System
9112,Network Filing System
9113,Network Information Center
9114,Network Information Service
9115,Network Information System
9116,networking
9117,network interface card
9118,network interface controller
9119,network layer
9120,network layer reachability information
9121,network management
9122,network meltdown
9123,Network News Transfer Protocol
9124,network node
9125,Network Node Interface
9126,network number
9127,Network Operating System
9128,network operating system
9129,Network Operations Center
9130,network operator
9131,network redirector
9132,network segment
9133,"Network Solutions, Inc."
9134,network storm
9135,Network Termination
9136,"network, the"
9137,Network Time Protocol
9138,network topology
9139,network transparency
9140,NetX
9141,Net:X
9142,neural nets
9143,neural network
9144,neuron
9145,Neutral Interconnect
9146,neutrosophic
9147,neutrosophic logic
9148,neutrosophic probability
9149,neutrosophic set
9150,neutrosophic statistics
9151,Neutrosophy
9152,Never Offline
9153,newbie
9154,New Flavors
9155,newgroup wars
9156,New Jersey
9157,newline
9158,NEWP
9159,NEW Programming language
9160,NeWS
9161,news
9162,NewsClip
9163,newsfroup
9164,newsgroup
9165,newsletter
9166,Newspeak
9167,Newsqueak
9168,news reader
9169,New Storage System
9170,new talk
9171,New Testament
9172,Newton
9173,Newton-Raphson iteration
9174,Newton's method
9175,NewWave
9176,NewYacc
9177,New York State Educational Reasearch  ETwork
9178,New York University
9179,NEXOR
9180,Nexpert Object
9181,"NeXT, Inc."
9182,Next Program Counter
9183,NEXTSTEP
9184,nf
9185,NFA
9186,NFQL
9187,NFR
9188,NFS
9189,NFT
9190,ng
9191,NGL
9192,NHOH
9193,ni
9194,NIAL
9195,NIAL Systems Ltd.
9196,NIAM
9197,nibble
9198,Nibble Mode DRAM
9199,NIC
9200,NIC.DDN.MIL
9201,NICE
9202,nick
9203,nickle
9204,NICOL I
9205,NIFOC
9206,Nightmare File System
9207,night mode
9208,NIH
9209,NIHCL
9210,NII
9211,NIKL
9212,Niklaus Wirth
9213,NIL
9214,niladic
9215,Ninety-Ninety Rule
9216,Nintendo
9217,NIOS
9218,nipple
9219,NIS
9220,NISO
9221,NISS
9222,NIST
9223,NJCL
9224,nl
9225,NLANR
9226,NLM
9227,NLP
9228,NLRI
9229,NLS
9230,NLSP
9231,NLX
9232,NMI
9233,nML
9234,NMU
9235,NN
9236,nn
9237,NNI
9238,NNTP
9239,no
9240,NOC
9241,NODAL
9242,Nodal Switching System
9243,noddy
9244,node
9245,Node.js
9246,Node Package Manager
9247,noise
9248,noise margin
9249,noise shaping
9250,NOL
9251,NOMAD
9252,NOMEX underwear
9253,Nominal Semidestructor
9254,non-algorithmic procedure
9255,non-constructive proof
9256,nondeterminism
9257,nondeterministic
9258,nondeterministic automaton
9259,nondeterministic polynomial time
9260,Nondeterministic Turing Machine
9261,non-impact printer
9262,non-interlaced
9263,nonintrusive testing
9264,nonlinear
9265,Non-Maintainer Upload
9266,Non-Maskable Interrupt
9267,non-optimal solution
9268,Nonpareil
9269,non parity
9270,non-polynomial
9271,Non Return to Zero Inverted
9272,nontrivial
9273,Non-Uniform Memory Access
9274,non-uniform quantising logarithmic compression
9275,Non-Uniform Rational B Spline
9276,non-volatile
9277,non-volatile memory
9278,Non-Volatile Random Access Memory
9279,non-volatile storage
9280,noob
9281,no-op
9282,NOR
9283,NORC COMPILER
9284,NorCroft
9285,NORD PL
9286,NORDUnet
9287,norm
9288,normal distribution
9289,normal form
9290,normalisation
9291,normalised
9292,normal order reduction
9293,normed space
9294,northbridge
9295,NorthWestNet
9296,NOS
9297,NOT
9298,Not-a-Number
9299,notebook
9300,NoteCards
9301,Notepad
9302,Notes
9303,Nother
9304,not ready for prime time
9305,notspot
9306,notwork
9307,Nova
9308,Novell Data Systems
9309,Novell DOS
9310,"Novell, Inc."
9311,Novell NetWare
9312,NOWEB
9313,no-write allocation
9314,NP
9315,np
9316,NPC
9317,NP-complete
9318,NP-hard
9319,NP-hilarious
9320,NPL
9321,npm
9322,NPPL
9323,N-Prolog
9324,NP time
9325,NP tricky
9326,NQS
9327,Nqthm
9328,nr
9329,NREN
9330,nroff
9331,NRZ
9332,NRZI
9333,ns
9334,NS16000
9335,NS32000
9336,NSA line eater
9337,NSAPI
9338,NSDI
9339,NSE
9340,NSF
9341,NSFIP
9342,NSFNET
9343,NSI
9344,nslookup
9345,NSRD
9346,NSS
9347,NT
9348,NT1
9349,NT5
9350,ntalk
9351,NTAS
9352,NT File System
9353,NTFS
9354,n-tier
9355,NTIS
9356,NTMBS
9357,NTP
9358,NTSC
9359,NTU
9360,nu
9361,NuBus
9362,nu-calculus
9363,NUCLEOL
9364,nude
9365,nuke
9366,null
9367,nullary
9368,null modem
9369,null-terminated multibyte string
9370,NUMA
9371,Number 5 Electronic Switching System
9372,number crunching
9373,number keys
9374,numbers
9375,number sign
9376,numeric keypad
9377,Numeris
9378,Nuprl
9379,NU-Prolog
9380,nurbs
9381,Nu Thena
9382,NUXI problem
9383,NVL
9384,NVRAM
9385,NVS
9386,NWNET
9387,NYAP
9388,nybble
9389,nyet.gif
9390,nyetwork
9391,nym
9392,nym server
9393,Nyquist frequency
9394,Nyquist Theorem
9395,NYSERNET
9396,NYU OMNIFAX
9397,nz
9398,O
9399,O2
9400,Oaklisp
9401,OAP
9402,OASIS Open Document Format for Office Applications
9403,OATH
9404,Ob-
9405,OBDC
9406,OBE
9407,Oberon
9408,Oberon-2
9409,Oberon-V
9410,OBEX
9411,obfuscated
9412,Obfuscated C Contest
9413,obi-wan error
9414,OBJ
9415,OBJ0
9416,OBJ2
9417,OBJ3
9418,object
9419,ObjectBroker
9420,ObjectCenter
9421,Object CHILL
9422,object code
9423,Object-code Buffer Overrun Evaluator
9424,Object Compatibility Standard
9425,Object Constraint Language
9426,Object Database Management Group
9427,Object Data Management Group
9428,Objecteering
9429,Object Exchange
9430,objectfuscated code
9431,object identifier
9432,Objectionable-C
9433,Objective C
9434,Objective CAML
9435,Objective Modula-2
9436,Objective PASCAL
9437,Object Linking and Embedding
9438,Object Lisp
9439,ObjectLOGO
9440,Object Management Group
9441,Object management system
9442,object method
9443,Object Modelling Technique
9444,Object Oberon
9445,object-orientation
9446,object-oriented
9447,object-oriented analysis
9448,object-oriented database
9449,object-oriented design
9450,Object-Oriented Fortran
9451,object-oriented language
9452,Object-Oriented Pascal
9453,object-oriented polymorphism
9454,object-oriented programming
9455,object-oriented programming language
9456,Object-oriented SQL
9457,Object-Oriented Turing
9458,Objectory
9459,ObjectPAL
9460,Object Pascal
9461,Object Persistence Framework
9462,object relational mapping
9463,object relational modelling
9464,Object Request Broker
9465,Object Role Modeling
9466,Object Value
9467,Objectworks
9468,Object Z
9469,Objlog
9470,OBJT
9471,ObjVlisp
9472,ObjVProlog
9473,Obliq
9474,oblique stroke
9475,Oblog
9476,OBOE
9477,OBSCURE
9478,observational equivalence
9479,Oc
9480,OC-12
9481,OC-3
9482,OC-48
9483,OCAL
9484,occam
9485,occam 2
9486,Occam's Razor
9487,occlude
9488,occurs check
9489,OCL
9490,OCLC
9491,OC-n
9492,OCODE
9493,OCP
9494,OCR
9495,OCS
9496,octal
9497,Octave
9498,octet
9499,octothorpe
9500,OCX
9501,OD390
9502,ODA
9503,ODBC
9504,ODC
9505,Ode
9506,ODI
9507,ODIF
9508,ODMA
9509,ODMG
9510,odometry
9511,ODP
9512,ODS
9513,ODSA
9514,ODT
9515,OEM
9516,OFA
9517,off-by-one error
9518,Office
9519,office automation
9520,Office By Example
9521,Office Workstations Limited
9522,Official Production System
9523,off-line
9524,off-line world
9525,offset
9526,offshoring
9527,off-side rule
9528,off the trolley
9529,ogg
9530,Ogg Vorbis
9531,OHCI
9532,Ohm
9533,"Ohm, Georg Simon"
9534,ohnosecond
9535,OIC
9536,OID
9537,OIL
9538,OLAP
9539,OLAP Council
9540,OLC
9541,OLDAS
9542,old fart
9543,old talk
9544,Old Testament
9545,OLE
9546,OLE custom controls
9547,OLE DB
9548,OLE for Process Control
9549,OLGA
9550,Olivetti
9551,O-Logic
9552,OLTP
9553,OLWM
9554,om
9555,OMA
9556,Omega
9557,Omega-algebraic
9558,Omega test
9559,OMF
9560,OMG
9561,OMNICODE
9562,OMNIFAX
9563,OMNITAB
9564,OMR
9565,OMS
9566,OMT
9567,OMTool
9568,ONC
9569,Ondine
9570,one
9571,one-banana problem
9572,one-dimensional array
9573,one-line fix
9574,one-liner wars
9575,ones complement
9576,One-Time Password
9577,One Time Programmable Read-Only Memory
9578,one-way function
9579,one-way hash function
9580,on-line
9581,On-Line Analytical Processing
9582,"Online Computer Library Center, Inc."
9583,On-Line Computer system
9584,Online Media
9585,On-line Process Synthesizer
9586,Online Public Access Catalog
9587,On-Line Transaction Processing
9588,Ontic
9589,onto
9590,ontology
9591,OnX
9592,OO
9593,OOA
9594,OOD
9595,OODB
9596,OODBMS
9597,OOF
9598,OOGL
9599,OOo
9600,OOP
9601,OOPL
9602,OOPS
9603,OOPSLA
9604,OOSD
9605,OOZE
9606,op
9607,OPAC
9608,Opal
9609,OPC
9610,op code
9611,open
9612,open box testing
9613,open brace
9614,OpenBSD
9615,open/closed principle
9616,open-collar worker
9617,Open DataBase Connectivity
9618,Open Data-link Interface
9619,Open DeathTrap
9620,Open Desktop
9621,Open Distributed Processing
9622,Open Distributed System Architecture
9623,OpenDoc
9624,OpenDocument
9625,Open Document Architecture
9626,Open Document Interchange Format
9627,Open Document Management API
9628,OpenGL
9629,Open Graphics Library
9630,Open Group
9631,OpenInsight
9632,open interval
9633,Open Look
9634,Open Network Computing
9635,OpenOffice.org
9636,open parenthesis
9637,Open Prolog
9638,Open Scripting Architecture
